,Authors,CiteScore,CiteScorePercentile,Views,OpenAccess,Affiliations,Prominence,Citations,FWCI,Publication type
85668,2,10.8,1.0,12,1,1,97.604,11,1.2,Article
2101,3,6.2,4.0,299,0,1,99.69200000000001,162,8.58,Article
74097,5,,,18,0,3,95.434,13,3.11,Conference Paper
46116,5,,,9,0,1,93.84899999999999,20,6.95,Conference Paper
7445,3,,,12,0,2,97.34899999999999,75,5.32,Conference Paper
27794,2,9.5,2.0,19,1,1,99.03,30,2.51,Article
11366,6,3.8,15.0,40,0,4,98.448,58,4.68,Article
47571,6,8.6,3.0,33,0,5,99.859,20,1.65,Article
59757,4,2.5,42.0,18,1,1,98.65799999999999,16,1.05,Article
60838,2,,,30,0,2,98.92299999999999,16,3.75,Conference Paper
23913,3,7.9,2.0,72,1,1,45.23,34,1.99,Article
81298,3,3.3,37.0,34,1,3,99.78,12,0.37,Article
23808,3,2.6,28.0,34,0,1,93.87700000000001,34,2.72,Article
33843,6,6.8,5.0,40,1,7,97.296,26,2.69,Article
17284,2,6.8,7.0,25,1,2,97.965,43,2.26,Article
42626,5,,,6,1,3,99.855,21,1.54,Conference Paper
40680,4,6.0,4.0,30,1,6,68.134,22,1.55,Article
96264,1,,,15,0,1,91.588,10,1.19,Conference Paper
98557,5,0.7,81.0,13,0,2,96.089,9,0.55,Article
76313,3,,,10,0,1,86.40799999999999,12,1.69,Conference Paper
15559,6,6.2,4.0,70,0,5,99.738,47,1.59,Article
62998,2,2.2,50.0,11,0,2,91.566,15,0.57,Conference Paper
34897,6,3.5,18.0,56,1,11,99.902,25,2.31,Article
53383,7,5.4,14.0,35,1,1,99.435,18,0.47,Article
48997,1,6.4,9.0,38,0,1,97.478,19,0.9,Article
6337,11,8.2,5.0,131,1,10,66.183,83,4.34,Article
31600,3,5.3,6.0,7,1,4,95.508,27,2.12,Article
89957,2,5.2,4.0,7,0,1,77.344,10,2.37,Conference Paper
3914,4,,,67,0,3,99.585,112,10.44,Conference Paper
34322,4,1.2,53.0,46,1,1,98.87200000000001,26,3.87,Conference Paper
67090,4,,,39,0,2,98.484,14,0.55,Conference Paper
94571,3,,,43,0,1,91.757,10,1.6,Conference Paper
12207,3,1.8,35.0,33,1,1,99.895,55,9.16,Conference Paper
30209,7,,,13,0,2,99.79,29,9.5,Conference Paper
52866,8,3.7,12.0,40,1,5,92.87899999999999,18,1.28,Article
69846,3,0.8,67.0,30,0,2,97.71700000000001,14,1.51,Article
15852,2,2.0,35.0,98,0,1,99.024,46,1.03,Review
56065,2,,,25,0,2,99.855,17,3.77,Conference Paper
37598,5,8.2,5.0,22,1,3,74.882,24,1.16,Article
655,6,8.2,5.0,144,0,4,99.45700000000001,326,16.62,Article
39801,2,,,41,0,1,81.756,23,2.09,Conference Paper
10438,7,7.2,2.0,91,1,1,98.00299999999999,61,3.96,Article
83781,5,,,12,0,1,90.641,11,0.33,Article
16514,2,9.1,4.0,31,1,2,85.64200000000001,45,2.85,Article
49943,3,,,11,0,1,99.16,19,2.21,Conference Paper
27598,3,4.4,12.0,48,0,2,75.637,31,1.07,Article
56848,11,1.0,65.0,16,1,10,78.908,17,4.64,Conference Paper
48434,4,,,12,0,3,97.914,19,3.61,Conference Paper
61087,2,5.4,6.0,53,0,1,93.53299999999999,15,1.05,Article
12776,4,4.1,3.0,67,1,4,99.15899999999999,53,4.81,Article
6137,4,,,20,1,5,74.485,85,8.22,Article
68859,2,5.3,2.0,23,0,2,99.945,14,0.96,Article
39508,3,5.2,7.0,15,0,3,75.205,23,1.53,Article
72964,2,1.2,55.0,35,1,2,73.844,13,1.99,Article
46814,2,9.0,4.0,64,0,3,99.285,20,1.35,Article
91693,11,,,9,0,2,73.389,10,0.49,Conference Paper
76611,3,8.2,5.0,36,1,3,99.82,12,0.74,Article
76648,2,2.2,22.0,16,0,1,99.64,12,0.85,Article
2327,2,4.8,8.0,16,1,1,99.262,153,5.6,Article
29986,5,1.1,44.0,17,0,2,98.42299999999999,29,1.83,Article
92785,4,,,18,0,1,93.566,10,1.56,Conference Paper
20694,2,1.0,65.0,54,0,1,97.85700000000001,38,11.8,Conference Paper
81971,4,,,14,0,6,99.54799999999999,11,2.42,Conference Paper
92967,2,6.0,7.0,15,0,1,98.133,10,2.23,Conference Paper
97888,3,,,18,1,3,90.198,9,1.22,Conference Paper
46394,4,2.5,42.0,27,1,1,94.749,20,1.71,Article
52192,4,3.6,16.0,26,0,2,70.53699999999999,18,1.16,Article
34121,3,3.6,16.0,90,0,4,40.658,26,2.21,Article
75866,5,10.6,3.0,12,0,4,73.528,12,2.08,Conference Paper
24215,6,,,17,0,3,95.01299999999999,34,5.19,Conference Paper
77244,4,,,13,0,3,95.17,12,1.27,Conference Paper
19611,2,8.9,4.0,33,0,1,99.76799999999999,39,2.55,Article
60083,6,3.1,20.0,31,1,6,98.499,16,0.92,Article
65254,3,4.9,17.0,29,0,3,99.859,15,0.78,Article
79842,3,,,9,0,2,66.257,12,2.02,Conference Paper
7089,5,,,17,1,1,99.212,78,14.04,Conference Paper
61727,5,5.4,14.0,30,1,6,74.02199999999999,15,0.84,Article
95087,3,,,19,1,2,98.035,10,4.0,Conference Paper
9051,2,4.1,21.0,29,1,4,94.65100000000001,66,2.38,Article
99468,2,2.1,37.0,10,0,2,97.241,9,0.76,Article
45850,2,6.1,12.0,23,1,1,99.559,20,1.81,Article
35066,4,,,27,0,2,99.662,25,5.26,Conference Paper
62023,3,1.2,53.0,14,1,3,98.67200000000001,15,2.76,Conference Paper
13203,5,7.3,3.0,40,0,2,99.56,52,2.55,Article
3479,4,11.8,2.0,86,1,3,98.53200000000001,120,9.19,Article
60214,3,5.5,14.0,86,1,1,62.455,16,0.58,Article
73170,5,1.8,44.0,55,0,2,98.59700000000001,13,1.12,Article
55325,3,2.4,37.0,16,1,2,53.352,17,1.83,Article
35963,5,9.1,4.0,18,1,15,92.87200000000001,25,1.43,Article
26240,3,2.2,22.0,45,0,2,98.785,32,2.78,Article
55912,5,2.7,28.0,19,0,2,98.086,17,1.03,Article
940,2,4.3,10.0,161,0,3,99.833,261,11.88,Article
35417,4,8.2,6.0,27,0,1,98.572,25,0.76,Article
59100,4,3.3,31.0,25,1,2,83.803,16,1.05,Article
49701,5,,,14,0,4,96.30799999999999,19,2.59,Conference Paper
7247,3,4.8,7.0,98,0,3,99.802,77,8.74,Article
19835,3,,,6,0,4,85.1,39,6.59,Conference Paper
32944,5,8.8,4.0,23,0,2,95.891,27,1.77,Article
64162,3,5.2,4.0,8,1,3,78.262,15,3.26,Conference Paper
79242,4,0.7,63.0,20,1,2,73.742,12,0.61,Article
92039,3,3.1,20.0,28,1,2,90.965,10,0.77,Article
29598,3,,,9,0,2,99.294,29,2.59,Conference Paper
41656,4,2.7,34.0,102,0,3,97.941,22,0.71,Review
75679,18,4.7,5.0,73,1,19,91.792,12,0.85,Article
6487,4,7.8,1.0,188,0,2,98.853,82,4.94,Article
62631,3,6.5,9.0,21,0,2,92.553,15,1.3,Conference Paper
27587,3,4.6,17.0,29,0,1,66.893,31,2.36,Article
55841,3,1.0,65.0,78,1,2,90.765,17,4.64,Conference Paper
99441,2,3.0,22.0,28,1,2,94.09100000000001,9,0.65,Article
60094,4,2.8,31.0,33,1,2,84.645,16,1.49,Article
23660,7,1.4,65.0,20,1,2,82.875,34,3.93,Conference Paper
74474,2,8.7,5.0,23,1,1,81.33,13,0.81,Article
12672,2,5.3,16.0,64,0,2,85.46700000000001,53,3.49,Article
83429,3,1.2,77.0,73,0,1,89.635,11,0.43,Review
8588,3,3.5,25.0,39,1,4,99.057,69,8.91,Conference Paper
8627,4,5.5,9.0,41,0,2,84.994,69,4.41,Article
66714,6,1.8,45.0,25,1,9,61.35,14,0.6,Article
5696,2,8.0,1.0,613,0,1,99.895,88,6.35,Article
55729,2,3.1,30.0,14,1,1,67.866,17,1.37,Article
29331,4,6.4,9.0,61,0,4,99.155,29,1.49,Article
77607,3,3.5,24.0,12,0,1,98.244,12,0.85,Article
19178,5,7.6,9.0,22,0,4,97.39299999999999,40,2.89,Conference Paper
14742,4,8.7,5.0,26,0,5,66.149,48,3.15,Article
13946,2,9.5,1.0,68,1,2,99.916,50,8.51,Article
87535,2,,,8,0,2,92.384,11,1.9,Conference Paper
35648,4,4.1,21.0,32,1,2,94.102,25,1.33,Article
8487,2,8.8,4.0,56,1,4,93.67399999999999,69,3.99,Article
61956,6,9.6,3.0,20,0,2,87.279,15,0.84,Article
29012,6,5.4,14.0,17,1,5,98.18,29,1.41,Article
71202,5,6.8,11.0,31,0,1,98.756,13,0.41,Article
47657,2,,,45,0,1,67.726,19,4.34,Conference Paper
53372,3,,,52,1,1,32.968,18,2.6,Conference Paper
17664,5,,,22,0,5,78.795,43,4.54,Conference Paper
13528,2,11.9,1.0,17,0,1,92.095,51,5.03,Conference Paper
67826,1,1.8,45.0,12,1,2,79.90100000000001,14,1.42,Article
43960,4,22.0,1.0,27,0,2,87.964,21,1.25,Article
76964,3,1.6,40.0,28,1,1,85.866,12,1.69,Conference Paper
96247,7,2.3,35.0,20,0,2,95.561,10,0.61,Article
15164,3,8.6,3.0,57,0,3,99.859,47,2.89,Article
55038,3,6.4,3.0,23,0,5,99.171,17,1.31,Article
82258,3,,,42,0,1,98.37299999999999,11,1.64,Conference Paper
46064,8,,,36,0,3,99.839,20,2.36,Conference Paper
68725,3,2.2,50.0,12,0,1,78.2,14,0.66,Conference Paper
68865,4,1.1,81.0,5,0,3,80.943,14,1.39,Conference Paper
43187,4,1.2,59.0,51,1,3,80.05199999999999,21,1.79,Article
15546,2,8.9,4.0,25,1,3,93.83200000000001,47,2.96,Article
76710,3,6.5,9.0,13,0,1,91.694,12,1.62,Conference Paper
60067,4,6.2,4.0,101,1,2,92.088,16,0.98,Article
56001,5,1.6,40.0,12,0,3,96.69,17,2.9,Conference Paper
68663,5,1.0,83.0,37,0,1,99.33,14,0.56,Article
71352,2,,,19,0,2,99.79700000000001,13,1.97,Conference Paper
26093,3,15.2,1.0,12,0,1,77.329,32,1.96,Article
66965,6,,,5,0,1,79.743,14,1.73,Conference Paper
42403,2,,,10,1,2,99.84200000000001,22,1.77,Article
12561,7,6.3,10.0,29,0,4,99.70700000000001,54,2.64,Article
11949,5,16.3,1.0,41,0,1,84.20100000000001,56,4.41,Article
47362,2,2.3,30.0,6,1,1,91.262,20,1.53,Article
31090,3,6.8,11.0,37,0,1,96.479,28,1.42,Article
1684,4,12.0,2.0,52,0,5,99.43799999999999,185,11.1,Article
34389,4,13.1,1.0,26,0,4,97.677,26,3.46,Article
75314,3,1.6,40.0,20,0,4,95.43799999999999,13,1.69,Conference Paper
49917,3,1.6,40.0,20,1,1,80.327,19,2.9,Conference Paper
12961,2,2.2,50.0,20,1,2,94.413,53,2.46,Conference Paper
76242,1,1.6,38.0,16,0,1,89.31200000000001,12,0.64,Article
86954,3,,,52,0,1,99.802,11,4.06,Conference Paper
25706,5,5.4,14.0,77,1,3,97.27600000000001,32,0.84,Article
84906,2,1.3,41.0,18,0,1,65.832,11,3.89,Conference Paper
70023,4,,,20,0,2,99.78,14,2.6,Conference Paper
95394,4,0.8,77.0,11,0,3,14.222000000000001,10,0.81,Conference Paper
38116,3,1.1,81.0,12,0,1,79.529,24,1.5,Conference Paper
55805,5,2.0,40.0,16,1,1,93.48,17,0.76,Article
41993,1,,,9,0,1,94.09,22,3.02,Conference Paper
43375,3,0.8,79.0,130,1,8,94.50399999999999,21,3.35,Conference Paper
15364,3,4.9,17.0,31,0,1,33.32,47,2.07,Article
309,6,,,13,1,3,99.90299999999999,526,35.36,Conference Paper
81288,3,,,20,1,1,99.068,12,2.75,Conference Paper
90673,1,1.2,39.0,36,0,1,74.885,10,0.98,Article
51932,1,0.7,68.0,20,0,1,99.911,18,3.77,Conference Paper
57018,3,,,11,0,3,99.539,17,1.71,Conference Paper
33409,4,4.8,7.0,38,0,3,95.329,26,2.44,Article
25076,3,6.5,9.0,24,0,1,87.204,33,3.73,Conference Paper
92676,2,2.2,37.0,21,0,1,99.071,10,2.33,Conference Paper
27430,6,3.6,29.0,28,1,6,99.624,31,1.96,Article
42916,3,2.2,44.0,72,0,2,99.135,21,0.91,Article
94768,13,4.1,18.0,12,1,5,96.443,10,0.56,Article
3206,1,9.0,1.0,134,0,1,99.736,126,8.31,Article
82459,4,,,17,0,1,96.63,11,3.17,Conference Paper
73475,4,,,22,0,5,88.321,13,1.81,Conference Paper
87232,3,2.9,30.0,27,0,3,96.015,11,0.38,Article
91531,2,5.3,2.0,72,0,1,79.456,10,0.64,Article
63115,4,5.4,14.0,14,1,6,95.383,15,0.75,Article
83218,2,2.3,32.0,12,0,1,74.241,11,1.29,Article
92002,3,2.9,22.0,11,0,3,95.696,10,0.93,Article
43043,2,5.2,17.0,26,0,2,93.01700000000001,21,2.36,Conference Paper
51919,4,,,49,0,2,98.531,18,3.42,Conference Paper
196,2,9.2,3.0,522,1,1,98.242,691,13.03,Short Survey
46891,4,15.2,1.0,26,0,4,69.207,20,1.31,Article
12263,1,,,24,1,1,96.883,55,3.52,Article
56503,1,1.8,35.0,61,1,2,97.245,17,4.58,Conference Paper
68223,3,5.1,1.0,68,0,1,76.703,14,0.45,Article
62513,3,4.5,3.0,29,1,3,71.275,15,1.52,Article
36907,3,3.4,21.0,8,1,2,44.836999999999996,24,1.41,Article
75884,5,1.6,40.0,18,0,2,95.45100000000001,12,1.45,Conference Paper
29134,4,,,32,0,5,99.936,29,5.57,Conference Paper
45182,3,0.8,79.0,16,1,2,21.408,20,2.68,Conference Paper
71305,6,,,9,1,1,90.075,13,2.45,Conference Paper
66269,4,1.8,21.0,7,1,4,88.32600000000001,14,2.73,Article
77532,3,1.8,21.0,31,1,7,68.66,12,1.14,Article
17646,5,0.7,81.0,36,0,4,43.265,43,4.54,Conference Paper
6235,5,7.4,1.0,130,1,2,99.821,84,6.08,Article
26330,3,,,17,0,1,99.365,32,3.56,Conference Paper
78735,6,0.1,93.0,10,1,2,99.045,12,1.46,Article
43311,2,7.3,6.0,23,0,2,87.48100000000001,21,1.53,Article
28925,4,,,21,0,2,97.042,29,7.06,Conference Paper
14216,4,16.3,1.0,31,0,2,85.883,49,2.62,Article
24393,4,,,13,0,1,98.178,34,3.87,Conference Paper
31903,4,9.6,3.0,36,0,1,96.37899999999999,27,1.36,Article
62766,2,1.8,35.0,85,1,1,97.81700000000001,15,3.75,Conference Paper
65149,5,,,12,0,2,95.381,15,1.39,Conference Paper
44159,3,,,10,0,1,93.101,21,4.49,Conference Paper
24636,3,,,27,0,2,99.99799999999999,33,5.2,Conference Paper
5864,7,9.5,1.0,99,1,5,90.82,87,9.01,Article
41745,3,,,14,0,3,99.021,22,3.83,Conference Paper
84365,2,6.0,5.0,12,1,3,76.153,11,0.87,Article
6532,5,4.9,17.0,38,1,3,97.446,81,5.17,Article
82484,2,,,11,0,1,87.314,11,2.42,Conference Paper
27528,3,,,16,0,1,99.79700000000001,31,4.36,Conference Paper
9407,25,1.0,65.0,16,1,14,14.05,65,11.8,Conference Paper
4819,1,4.6,23.0,29,0,1,92.071,98,4.88,Article
41312,3,2.8,32.0,13,0,1,86.605,22,2.77,Conference Paper
42600,10,5.4,14.0,45,1,12,80.808,21,0.84,Article
52453,6,3.6,16.0,47,0,1,91.58200000000001,18,0.95,Article
147,5,,,50,1,2,99.72200000000001,822,30.01,Conference Paper
61535,4,,,6,1,2,89.126,15,2.26,Conference Paper
16477,4,,,41,0,1,68.118,45,4.94,Conference Paper
898,4,22.0,1.0,77,1,2,97.17399999999999,268,22.42,Article
18418,3,9.5,2.0,17,0,3,97.132,41,2.38,Article
70180,4,2.9,22.0,17,0,2,97.64,14,1.06,Article
32986,3,8.6,3.0,83,0,3,94.561,27,2.17,Article
41816,5,5.1,3.0,94,0,7,99.34899999999999,22,1.08,Article
89186,4,1.6,40.0,7,0,4,86.279,10,1.45,Conference Paper
66990,3,3.6,16.0,29,0,2,90.68799999999999,14,0.42,Article
99422,6,2.6,33.0,10,0,2,91.605,9,0.94,Article
46705,3,5.2,14.0,25,0,4,79.28699999999999,20,0.79,Article
55319,5,1.6,40.0,10,1,2,85.979,17,1.45,Conference Paper
59827,5,,,17,1,7,50.821999999999996,16,4.78,Conference Paper
89778,4,2.2,58.0,12,1,3,83.15299999999999,10,0.87,Article
25698,4,5.5,4.0,41,0,3,93.647,32,2.5,Article
50738,3,,,36,0,1,80.758,18,1.09,Conference Paper
12417,3,9.6,3.0,20,0,3,90.20299999999999,54,3.01,Article
55323,3,4.8,17.0,39,0,1,71.766,17,0.69,Article
63652,3,2.2,32.0,13,1,2,79.41199999999999,15,0.87,Article
74746,2,,,15,0,1,99.756,13,5.1,Conference Paper
54080,2,12.0,2.0,18,0,4,98.68700000000001,17,1.47,Article
43459,3,6.5,8.0,23,1,1,93.055,21,1.2,Article
25065,2,5.4,6.0,12,0,4,99.171,33,3.15,Article
86449,4,,,9,0,2,96.773,11,1.88,Conference Paper
57620,4,6.0,7.0,16,0,2,99.559,16,3.18,Conference Paper
20734,2,2.4,23.0,35,1,2,95.01299999999999,38,3.66,Article
16013,5,,,23,0,1,98.538,46,7.3,Conference Paper
74108,2,,,25,0,1,95.057,13,0.77,Conference Paper
91592,2,2.0,27.0,28,0,1,96.13799999999999,10,0.48,Article
78960,3,10.1,2.0,43,0,2,94.99,12,0.65,Article
14143,4,4.5,9.0,61,0,7,91.17,50,6.1,Article
50303,2,5.2,5.0,8,0,2,98.23200000000001,19,1.53,Article
92734,1,,,10,0,1,59.04,10,1.54,Conference Paper
60547,7,2.7,25.0,27,1,5,94.126,16,1.29,Article
48566,4,1.8,45.0,12,0,1,99.03,19,5.24,Conference Paper
83020,2,5.3,6.0,5,1,3,98.29299999999999,11,0.5,Article
20858,6,4.3,7.0,41,0,3,98.824,38,2.89,Article
79623,4,,,36,0,1,92.665,12,1.33,Conference Paper
11879,3,,,11,1,1,74.15,56,8.23,Conference Paper
24567,3,2.6,34.0,26,0,1,82.01899999999999,33,1.83,Article
55409,2,5.2,14.0,35,0,1,98.26299999999999,17,1.31,Article
89861,6,,,0,0,1,,10,2.34,Article
29675,5,,,15,0,2,96.773,29,4.0,Conference Paper
64913,4,6.4,9.0,12,0,6,98.821,15,1.0,Article
26607,3,5.5,2.0,30,1,1,69.321,31,2.73,Article
17356,3,4.5,17.0,16,1,7,84.588,43,3.85,Conference Paper
2438,4,5.0,6.0,51,0,5,97.34899999999999,148,10.02,Article
92475,2,1.8,35.0,20,1,1,99.34,10,2.5,Conference Paper
2784,4,8.6,3.0,51,0,2,92.49600000000001,136,8.77,Article
2639,5,2.9,19.0,95,1,3,99.904,140,10.33,Article
61688,5,3.0,32.0,26,0,12,77.438,15,0.64,Article
35989,7,1.1,72.0,35,0,9,90.14299999999999,25,1.32,Article
77388,5,5.4,14.0,8,1,2,69.222,12,0.75,Article
96626,4,1.4,70.0,17,0,3,98.605,9,3.45,Chapter
87848,6,,,23,1,3,99.45700000000001,11,1.53,Conference Paper
13982,6,,,9,0,4,95.806,50,7.06,Conference Paper
34678,1,2.6,10.0,52,0,1,95.225,26,2.67,Article
75308,4,,,17,1,1,99.241,13,3.02,Conference Paper
23159,3,17.4,1.0,20,1,4,72.794,35,1.89,Conference Paper
36699,7,5.1,8.0,106,0,1,97.97399999999999,24,1.58,Article
62141,4,,,14,0,3,95.209,15,2.68,Conference Paper
93610,1,3.2,24.0,37,0,1,57.474,10,0.5,Article
61222,4,10.6,3.0,48,1,2,98.33200000000001,15,1.05,Article
61834,2,5.2,21.0,24,0,3,99.478,15,0.95,Article
31514,6,3.3,22.0,38,0,4,98.943,28,1.89,Article
88155,4,,,6,0,2,88.689,11,1.77,Conference Paper
16571,4,6.0,5.0,13,1,5,96.024,44,3.35,Article
72736,2,3.5,25.0,13,0,4,91.059,13,1.44,Conference Paper
44701,5,2.8,30.0,25,0,3,78.033,21,1.61,Article
30675,4,5.2,8.0,43,0,2,68.359,28,1.2,Article
58506,3,1.0,65.0,19,0,1,55.077,16,6.32,Conference Paper
73498,4,,,10,0,2,99.54799999999999,13,2.08,Conference Paper
37905,1,0.2,79.0,37,1,1,74.307,24,1.99,Article
3589,5,5.7,9.0,155,1,1,83.61399999999999,118,6.26,Article
49606,2,6.8,11.0,18,0,1,84.211,19,1.12,Article
34726,2,1.4,65.0,10,0,2,73.778,25,1.54,Conference Paper
97717,5,4.9,17.0,23,0,2,98.035,9,0.34,Article
17423,5,1.0,65.0,7,1,5,76.04,43,9.27,Conference Paper
99039,2,4.4,11.0,16,1,1,86.5,9,0.92,Article
64956,6,3.6,16.0,32,0,3,90.275,15,0.84,Article
62022,3,3.3,23.0,143,0,4,78.84899999999999,15,0.78,Article
42026,3,16.3,1.0,41,0,2,99.897,22,1.36,Article
49614,4,5.2,17.0,20,1,2,84.262,19,1.13,Article
43098,1,3.8,14.0,103,1,2,92.197,21,1.14,Article
13621,4,,,33,0,2,98.94200000000001,51,4.87,Conference Paper
29099,5,4.9,17.0,19,1,2,99.11,29,2.15,Article
13184,4,,,16,0,3,99.916,52,3.46,Conference Paper
93052,5,,,45,0,5,74.932,10,1.11,Conference Paper
91910,1,2.0,47.0,15,1,2,89.662,10,0.82,Article
83665,7,,,64,0,3,85.609,11,3.36,Conference Paper
15954,16,4.7,5.0,89,1,16,93.064,46,4.27,Article
66187,3,,,11,1,1,4.051,14,2.62,Conference Paper
8477,3,2.6,29.0,132,0,2,98.531,69,4.84,Article
68808,6,,,11,0,1,92.553,14,1.97,Conference Paper
74079,2,,,15,0,1,97.691,13,1.73,Conference Paper
2554,4,,,4,0,1,98.523,144,15.97,Conference Paper
6355,3,5.5,5.0,29,0,1,99.338,83,4.35,Article
72290,5,1.6,49.0,21,0,3,99.79700000000001,13,0.85,Article
30041,4,4.2,14.0,15,0,1,99.145,29,2.8,Article
16224,6,8.2,6.0,27,1,5,99.285,45,2.55,Article
59556,3,,,0,0,2,96.214,16,1.69,Conference Paper
3071,3,,,26,0,2,97.34899999999999,129,9.16,Conference Paper
75585,5,1.4,70.0,7,0,2,62.391999999999996,12,1.05,Article
48282,4,5.1,8.0,39,0,2,99.135,19,1.15,Article
94700,3,,,6,0,3,92.181,10,1.54,Conference Paper
17176,2,6.8,11.0,26,0,1,98.37299999999999,43,2.14,Article
71545,3,,,31,0,2,94.495,13,1.79,Conference Paper
25623,5,,,15,0,7,97.805,32,5.72,Conference Paper
61194,6,1.4,53.0,29,0,2,72.153,15,3.33,Conference Paper
73914,1,,,22,0,1,81.99600000000001,13,2.32,Conference Paper
83747,6,,,21,0,1,97.01299999999999,11,2.2,Conference Paper
65480,6,1.9,51.0,15,0,2,91.42200000000001,14,2.07,Conference Paper
82443,3,,,17,1,1,26.67,11,1.45,Book
20198,2,5.0,6.0,19,0,3,85.024,39,2.95,Article
48834,5,,,25,0,1,98.98200000000001,19,2.27,Conference Paper
89759,2,2.9,30.0,9,0,1,93.353,10,0.88,Article
60070,2,,,20,1,1,99.039,16,0.46,Conference Paper
44158,6,0.3,72.0,13,1,1,91.58200000000001,21,2.86,Conference Paper
93947,4,1.6,40.0,9,0,1,91.462,10,1.45,Conference Paper
65565,4,,,11,0,1,93.566,14,2.34,Conference Paper
62775,2,7.1,3.0,15,0,1,79.21600000000001,15,1.48,Article
81129,3,2.0,41.0,43,1,1,97.59100000000001,12,0.55,Article
27069,2,4.3,7.0,48,0,1,98.25399999999999,31,2.89,Article
60211,4,,,41,0,3,96.31299999999999,16,2.1,Conference Paper
59911,2,1.4,61.0,19,1,4,97.111,16,1.01,Article
23120,4,10.6,3.0,35,1,9,51.641999999999996,35,9.03,Conference Paper
28309,3,,,18,0,1,87.81200000000001,30,6.08,Conference Paper
40431,2,3.4,20.0,20,0,1,98.572,22,1.74,Article
5737,3,4.2,14.0,21,0,3,92.935,88,5.97,Article
96174,1,1.0,65.0,30,0,1,98.25399999999999,10,1.26,Conference Paper
20004,5,6.4,2.0,64,1,8,98.456,39,2.5,Article
6622,3,6.7,2.0,113,1,1,94.906,81,6.61,Article
82549,3,4.7,20.0,12,0,2,93.135,11,1.82,Conference Paper
56716,1,4.1,21.0,45,0,3,99.156,17,1.1,Conference Paper
13108,5,8.6,3.0,55,0,3,95.435,52,3.51,Article
97034,5,1.6,40.0,10,0,4,97.477,9,1.45,Conference Paper
34234,2,9.2,3.0,13,1,1,99.125,26,5.46,Conference Paper
18561,4,5.4,14.0,26,1,2,98.18799999999999,41,2.06,Article
16913,3,4.4,16.0,42,0,1,97.939,44,3.02,Article
70615,2,2.9,30.0,8,0,2,82.98299999999999,13,0.69,Article
87337,2,0.5,71.0,35,0,1,68.661,11,0.96,Article
26069,4,2.2,44.0,31,0,2,95.18700000000001,32,1.62,Article
36391,5,,,15,1,2,67.218,24,2.92,Conference Paper
7299,3,6.2,4.0,284,0,3,72.335,76,2.94,Article
9464,5,10.2,3.0,44,0,4,86.321,64,4.23,Article
20434,1,6.4,10.0,12,0,1,83.186,38,2.04,Article
99451,5,,,12,0,2,91.51799999999999,9,0.78,Conference Paper
78054,4,,,22,0,2,91.444,12,3.26,Conference Paper
68922,3,1.0,65.0,8,0,4,73.667,14,5.06,Conference Paper
36782,1,3.3,12.0,45,1,1,95.09899999999999,24,2.63,Article
65847,4,1.4,65.0,10,0,2,92.81299999999999,14,1.2,Conference Paper
19410,3,6.8,11.0,47,0,2,90.47399999999999,40,2.34,Article
53603,3,,,36,0,1,99.177,18,1.57,Conference Paper
7600,4,6.8,8.0,9,0,3,99.115,74,3.5,Article
67267,6,0.6,66.0,12,0,1,93.161,14,1.37,Article
30391,3,6.0,12.0,20,0,3,97.225,28,2.82,Conference Paper
11109,4,4.9,17.0,21,0,2,99.84200000000001,58,1.98,Article
31906,3,16.1,1.0,36,0,2,92.462,27,0.89,Review
95337,4,2.6,41.0,136,0,5,80.78399999999999,10,0.74,Article
40575,4,11.4,1.0,25,0,2,84.588,22,1.86,Article
49930,4,,,10,0,1,99.79700000000001,19,3.03,Conference Paper
18829,9,,,29,0,3,98.133,41,2.63,Conference Paper
38460,3,2.7,16.0,69,0,2,99.946,23,1.6,Article
83761,3,1.6,40.0,12,0,1,99.309,11,1.21,Conference Paper
42634,2,,,12,1,2,94.535,21,2.1,Article
94132,2,,,16,1,1,78.98100000000001,10,2.04,Conference Paper
87361,3,,,12,0,2,82.552,11,1.73,Conference Paper
52257,4,6.1,12.0,30,1,3,92.719,18,1.19,Conference Paper
30654,4,5.1,1.0,44,1,3,97.93,28,3.39,Article
32803,5,1.2,53.0,25,1,3,97.71700000000001,27,2.76,Conference Paper
33751,3,4.0,7.0,101,0,1,91.212,26,2.35,Article
9081,3,1.6,40.0,11,1,2,99.33,66,7.49,Conference Paper
184,4,14.0,2.0,185,1,3,99.03,712,19.15,Review
98459,4,,,54,0,5,96.72200000000001,9,1.78,Conference Paper
15780,2,,,58,0,2,97.214,46,5.77,Conference Paper
63225,4,,,8,0,2,92.181,15,2.59,Conference Paper
35116,4,4.1,18.0,37,1,5,91.74600000000001,25,1.67,Article
68652,4,1.6,40.0,14,1,7,99.34100000000001,14,2.17,Conference Paper
56591,3,,,33,0,3,98.79,17,1.41,Article
35867,2,1.8,44.0,18,0,2,91.895,25,2.79,Article
8144,3,9.1,4.0,14,1,9,98.79799999999999,71,4.38,Article
5059,7,17.7,1.0,94,1,4,73.63600000000001,95,5.57,Article
44839,14,1.0,65.0,17,1,3,42.687,21,7.17,Conference Paper
72738,4,5.2,5.0,19,0,4,98.53,13,1.25,Article
28257,2,16.3,1.0,39,0,1,99.507,30,1.68,Article
34091,4,1.2,66.0,118,0,2,99.98,26,3.17,Conference Paper
93377,2,3.3,4.0,16,0,1,83.84899999999999,10,0.93,Article
